week,trendvalue,term,nation
5/30/2021,39,depression,Brazil
8/29/2021,39,depression,Brazil
12/29/2019,39,ocd,New Zealand
2/9/2020,39,ocd,New Zealand
3/22/2020,39,depression,New Zealand
11/3/2019,39,insomnia,New Zealand
11/10/2019,39,insomnia,New Zealand
8/15/2021,39,insomnia,New Zealand
3/28/2021,39,insomnia,Italy
10/13/2019,39,ocd,Mexico
6/7/2020,39,ocd,Mexico
7/18/2021,39,ocd,Mexico
12/20/2020,39,depression,Mexico
2/3/2019,39,insomnia,Mexico
12/1/2019,39,insomnia,Mexico
1/12/2020,39,insomnia,Mexico
12/13/2020,39,insomnia,Mexico
3/24/2019,39,ocd,Italy
3/1/2020,39,ocd,Italy
8/4/2019,38,depression,Italy
9/29/2019,38,depression,Italy
8/16/2020,38,depression,Italy
11/8/2020,38,depression,Italy
5/5/2019,38,ocd,India
2/10/2019,38,insomnia,India
3/3/2019,38,insomnia,India
1/13/2019,38,depression,Brazil
2/10/2019,38,depression,Brazil
12/29/2019,38,depression,Brazil
2/2/2020,38,depression,Brazil
6/7/2020,38,depression,Brazil
11/29/2020,38,depression,Brazil
12/6/2020,38,depression,Brazil
6/6/2021,38,depression,Brazil
6/20/2021,38,depression,Brazil
8/8/2021,38,depression,Brazil
3/17/2019,38,ocd,New Zealand
6/23/2019,38,ocd,New Zealand
12/6/2020,38,ocd,New Zealand
8/8/2021,38,ocd,New Zealand
9/27/2020,38,depression,New Zealand
4/19/2020,38,insomnia,Italy
9/15/2019,38,ocd,Mexico
11/24/2019,38,ocd,Mexico
3/8/2020,38,ocd,Mexico
11/15/2020,38,ocd,Mexico
3/21/2021,38,ocd,Mexico
4/4/2021,38,ocd,Mexico
3/24/2019,38,insomnia,Mexico
3/15/2020,38,insomnia,Mexico
12/6/2020,38,insomnia,Mexico
5/30/2021,38,insomnia,Mexico
8/29/2021,38,insomnia,Mexico
9/22/2019,38,ocd,Italy
9/26/2021,38,ocd,Italy
12/29/2019,37,depression,Italy
2/23/2020,37,depression,Italy
7/5/2020,37,depression,Italy
8/30/2020,37,depression,Italy
3/21/2021,37,depression,Italy
3/28/2021,37,depression,Italy
9/26/2021,37,depression,Italy
6/23/2019,37,insomnia,India
7/14/2019,37,insomnia,India
2/3/2019,37,depression,Brazil
6/21/2020,37,depression,Brazil
7/19/2020,37,depression,Brazil
8/9/2020,37,depression,Brazil
10/25/2020,37,depression,Brazil
1/3/2021,37,depression,Brazil
1/17/2021,37,depression,Brazil
3/14/2021,37,depression,Brazil
4/4/2021,37,depression,Brazil
4/25/2021,37,depression,Brazil
5/9/2021,37,depression,Brazil
3/17/2019,37,therapy,Brazil
3/24/2019,37,therapy,Brazil
5/5/2019,37,ocd,New Zealand
7/14/2019,37,ocd,New Zealand
8/4/2019,37,ocd,New Zealand
4/19/2020,37,ocd,New Zealand
1/3/2021,37,ocd,New Zealand
3/28/2021,37,ocd,New Zealand
5/16/2021,37,ocd,New Zealand
2/9/2020,37,depression,New Zealand
1/6/2019,37,insomnia,New Zealand
4/14/2019,37,insomnia,New Zealand
1/6/2019,37,insomnia,Italy
6/28/2020,37,ocd,Mexico
4/25/2021,37,ocd,Mexico
5/5/2019,37,insomnia,Mexico
6/2/2019,37,insomnia,Mexico
8/18/2019,37,insomnia,Mexico
9/29/2019,37,insomnia,Mexico
10/13/2019,37,insomnia,Mexico
2/16/2020,37,insomnia,Mexico
10/4/2020,37,insomnia,Mexico
11/15/2020,37,insomnia,Mexico
9/5/2021,37,insomnia,Mexico
9/26/2021,37,insomnia,Mexico
2/3/2019,37,ocd,Italy
12/22/2019,37,ocd,Italy
6/23/2019,36,depression,Italy
6/30/2019,36,depression,Italy
4/12/2020,36,depression,Italy
2/14/2021,36,depression,Italy
3/7/2021,36,depression,Italy
4/4/2021,36,depression,Italy
5/2/2021,36,depression,Italy
5/2/2021,36,anxiety,India
6/6/2021,36,anxiety,India
8/4/2019,36,insomnia,India
9/1/2019,36,insomnia,India
10/25/2020,36,insomnia,India
3/24/2019,36,ocd,Brazil
6/28/2020,36,depression,Brazil
11/22/2020,36,depression,Brazil
1/10/2021,36,depression,Brazil
2/28/2021,36,depression,Brazil
3/28/2021,36,depression,Brazil
4/11/2021,36,depression,Brazil
6/13/2021,36,depression,Brazil
1/27/2019,36,therapy,Brazil
2/10/2019,36,therapy,Brazil
9/29/2019,36,ocd,New Zealand
4/11/2021,36,ocd,New Zealand
12/15/2019,36,anxiety,New Zealand
1/19/2020,36,anxiety,New Zealand
1/13/2019,36,insomnia,New Zealand
3/22/2020,36,insomnia,Italy
4/12/2020,36,insomnia,Italy
9/22/2019,36,ocd,Mexico
6/14/2020,36,ocd,Mexico
7/5/2020,36,ocd,Mexico
10/11/2020,36,ocd,Mexico
4/18/2021,36,ocd,Mexico
3/17/2019,36,insomnia,Mexico
9/8/2019,36,insomnia,Mexico
2/2/2020,36,insomnia,Mexico
8/16/2020,36,insomnia,Mexico
9/12/2021,36,insomnia,Mexico
3/8/2020,35,depression,Italy
3/22/2020,35,depression,Italy
9/20/2020,35,depression,Italy
8/8/2021,35,depression,Italy
4/21/2019,35,ocd,India
6/14/2020,35,anxiety,India
4/25/2021,35,anxiety,India
1/13/2019,35,insomnia,India
1/20/2019,35,insomnia,India
2/17/2019,35,insomnia,India
4/14/2019,35,insomnia,India
1/5/2020,35,insomnia,India
3/29/2020,35,depression,Brazil
4/26/2020,35,depression,Brazil
5/31/2020,35,depression,Brazil
6/14/2020,35,depression,Brazil
7/12/2020,35,depression,Brazil
7/26/2020,35,depression,Brazil
8/23/2020,35,depression,Brazil
12/13/2020,35,depression,Brazil
12/27/2020,35,depression,Brazil
1/24/2021,35,depression,Brazil
2/7/2021,35,depression,Brazil
7/11/2021,35,depression,Brazil
11/17/2019,35,ocd,New Zealand
5/17/2020,35,ocd,New Zealand
6/14/2020,35,ocd,New Zealand
8/16/2020,35,ocd,New Zealand
6/13/2021,35,ocd,New Zealand
2/21/2021,35,depression,New Zealand
1/20/2019,35,anxiety,New Zealand
9/13/2020,35,insomnia,New Zealand
5/17/2020,35,insomnia,Italy
1/13/2019,35,ocd,Mexico
3/31/2019,35,ocd,Mexico
4/14/2019,35,ocd,Mexico
6/21/2020,35,ocd,Mexico
9/6/2020,35,ocd,Mexico
11/29/2020,35,ocd,Mexico
2/14/2021,35,ocd,Mexico
1/6/2019,35,anxiety,Mexico
1/13/2019,35,insomnia,Mexico
2/10/2019,35,insomnia,Mexico
9/22/2019,35,insomnia,Mexico
12/22/2019,35,insomnia,Mexico
11/22/2020,35,ocd,Italy
7/28/2019,34,depression,Italy
2/16/2020,34,depression,Italy
5/17/2020,34,depression,Italy
9/5/2021,34,depression,Italy
5/3/2020,34,anxiety,India
6/13/2021,34,anxiety,India
3/15/2020,34,depression,Brazil
5/10/2020,34,depression,Brazil
7/5/2020,34,depression,Brazil
11/15/2020,34,depression,Brazil
12/20/2020,34,depression,Brazil
2/21/2021,34,depression,Brazil
3/7/2021,34,depression,Brazil
5/2/2021,34,depression,Brazil
7/4/2021,34,depression,Brazil
8/1/2021,34,depression,Brazil
2/17/2019,34,therapy,Brazil
10/13/2019,34,ocd,New Zealand
1/12/2020,34,ocd,New Zealand
11/1/2020,34,ocd,New Zealand
4/14/2019,34,depression,New Zealand
8/15/2021,34,depression,New Zealand
3/31/2019,34,insomnia,New Zealand
4/7/2019,34,insomnia,New Zealand
4/28/2019,34,insomnia,New Zealand
6/23/2019,34,insomnia,New Zealand
4/5/2020,34,insomnia,New Zealand
6/14/2020,34,insomnia,New Zealand
3/21/2021,34,insomnia,New Zealand
5/3/2020,34,insomnia,Italy
1/19/2020,34,ocd,Mexico
2/9/2020,34,ocd,Mexico
12/6/2020,34,ocd,Mexico
1/17/2021,34,ocd,Mexico
5/9/2021,34,ocd,Mexico
7/11/2021,34,ocd,Mexico
1/27/2019,34,insomnia,Mexico
5/19/2019,34,insomnia,Mexico
9/1/2019,34,insomnia,Mexico
10/20/2019,34,insomnia,Mexico
11/24/2019,34,insomnia,Mexico
1/19/2020,34,insomnia,Mexico
9/27/2020,34,insomnia,Mexico
11/1/2020,34,insomnia,Mexico
6/20/2021,34,insomnia,Mexico
7/14/2019,33,depression,Italy
3/15/2020,33,depression,Italy
10/18/2020,33,depression,Italy
6/20/2021,33,depression,Italy
9/12/2021,33,depression,Italy
8/23/2020,33,anxiety,India
8/30/2020,33,anxiety,India
2/17/2019,33,ocd,Brazil
3/17/2019,33,ocd,Brazil
3/22/2020,33,depression,Brazil
5/3/2020,33,depression,Brazil
5/24/2020,33,depression,Brazil
8/16/2020,33,depression,Brazil
1/31/2021,33,depression,Brazil
7/18/2021,33,depression,Brazil
1/17/2021,33,depression,New Zealand
3/10/2019,33,insomnia,New Zealand
8/4/2019,33,insomnia,New Zealand
4/11/2021,33,insomnia,New Zealand
4/25/2021,33,insomnia,New Zealand
5/16/2021,33,insomnia,New Zealand
5/23/2021,33,insomnia,New Zealand
6/20/2021,33,insomnia,New Zealand
7/4/2021,33,insomnia,New Zealand
9/19/2021,33,insomnia,New Zealand
2/17/2019,33,insomnia,Italy
3/3/2019,33,insomnia,Italy
9/8/2019,33,insomnia,Italy
3/29/2020,33,insomnia,Italy
4/7/2019,33,ocd,Mexico
10/6/2019,33,ocd,Mexico
11/3/2019,33,ocd,Mexico
11/17/2019,33,ocd,Mexico
3/15/2020,33,ocd,Mexico
3/22/2020,33,ocd,Mexico
11/22/2020,33,ocd,Mexico
7/4/2021,33,ocd,Mexico
3/10/2019,33,insomnia,Mexico
4/7/2019,33,insomnia,Mexico
7/21/2019,33,insomnia,Mexico
10/27/2019,33,insomnia,Mexico
2/9/2020,33,insomnia,Mexico
2/23/2020,33,insomnia,Mexico
10/13/2019,33,ocd,Italy
1/13/2019,32,depression,Italy
11/17/2019,32,depression,Italy
1/31/2021,32,depression,Italy
7/19/2020,32,anxiety,India
4/18/2021,32,anxiety,India
6/20/2021,32,anxiety,India
6/27/2021,32,anxiety,India
7/4/2021,32,anxiety,India
7/11/2021,32,anxiety,India
2/10/2019,32,ocd,Brazil
4/5/2020,32,depression,Brazil
4/12/2020,32,depression,Brazil
4/19/2020,32,depression,Brazil
5/17/2020,32,depression,Brazil
8/2/2020,32,depression,Brazil
7/25/2021,32,depression,Brazil
2/24/2019,32,therapy,Brazil
2/16/2020,32,ocd,New Zealand
10/25/2020,32,ocd,New Zealand
1/10/2021,32,depression,New Zealand
9/1/2019,32,insomnia,New Zealand
11/17/2019,32,insomnia,New Zealand
9/27/2020,32,insomnia,New Zealand
3/14/2021,32,insomnia,New Zealand
5/30/2021,32,insomnia,New Zealand
11/24/2019,32,insomnia,Italy
1/19/2020,32,insomnia,Italy
5/10/2020,32,insomnia,Italy
12/6/2020,32,insomnia,Italy
1/24/2021,32,insomnia,Italy
3/21/2021,32,insomnia,Italy
6/27/2021,32,insomnia,Italy
5/26/2019,32,ocd,Mexico
8/11/2019,32,ocd,Mexico
9/1/2019,32,ocd,Mexico
2/16/2020,32,ocd,Mexico
3/1/2020,32,ocd,Mexico
4/26/2020,32,ocd,Mexico
8/9/2020,32,ocd,Mexico
8/30/2020,32,ocd,Mexico
2/7/2021,32,ocd,Mexico
3/14/2021,32,ocd,Mexico
8/8/2021,32,ocd,Mexico
1/6/2019,32,insomnia,Mexico
1/20/2019,32,insomnia,Mexico
8/4/2019,32,insomnia,Mexico
4/28/2019,32,ocd,Italy
5/5/2019,31,depression,Italy
8/18/2019,31,depression,Italy
12/8/2019,31,depression,Italy
3/29/2020,31,depression,Italy
2/7/2021,31,depression,Italy
6/6/2021,31,depression,Italy
9/19/2021,31,depression,Italy
6/21/2020,31,depression,India
4/26/2020,31,anxiety,India
5/24/2020,31,anxiety,India
5/31/2020,31,anxiety,India
6/7/2020,31,anxiety,India
9/6/2020,31,anxiety,India
3/10/2019,31,therapy,Brazil
5/19/2019,31,ocd,New Zealand
8/30/2020,31,ocd,New Zealand
9/6/2020,31,ocd,New Zealand
7/4/2021,31,ocd,New Zealand
9/19/2021,31,ocd,New Zealand
9/22/2019,31,insomnia,New Zealand
10/13/2019,31,insomnia,New Zealand
11/24/2019,31,insomnia,New Zealand
1/12/2020,31,insomnia,New Zealand
4/5/2020,31,insomnia,Italy
8/23/2020,31,insomnia,Italy
4/28/2019,31,ocd,Mexico
5/12/2019,31,ocd,Mexico
2/23/2020,31,ocd,Mexico
7/26/2020,31,ocd,Mexico
6/20/2021,31,ocd,Mexico
2/24/2019,31,insomnia,Mexico
8/25/2019,31,insomnia,Mexico
11/3/2019,31,insomnia,Mexico
11/10/2019,31,insomnia,Mexico
1/12/2020,30,depression,Italy
7/19/2020,30,depression,Italy
8/29/2021,30,depression,Italy
4/19/2020,30,anxiety,India
5/10/2020,30,anxiety,India
5/17/2020,30,anxiety,India
6/21/2020,30,anxiety,India
6/28/2020,30,anxiety,India
8/2/2020,30,anxiety,India
9/20/2020,30,anxiety,India
11/29/2020,30,anxiety,India
2/21/2021,30,anxiety,India
6/27/2021,30,depression,Brazil
2/3/2019,30,therapy,Brazil
3/3/2019,30,therapy,Brazil
3/15/2020,30,ocd,New Zealand
4/5/2020,30,ocd,New Zealand
6/21/2020,30,ocd,New Zealand
10/4/2020,30,ocd,New Zealand
2/14/2021,30,ocd,New Zealand
3/7/2021,30,ocd,New Zealand
1/27/2019,30,insomnia,Italy
3/31/2019,30,insomnia,Italy
4/21/2019,30,insomnia,Italy
9/1/2019,30,insomnia,Italy
3/1/2020,30,insomnia,Italy
1/3/2021,30,insomnia,Italy
2/7/2021,30,insomnia,Italy
2/21/2021,30,insomnia,Italy
8/18/2019,30,ocd,Mexico
2/2/2020,30,ocd,Mexico
8/23/2020,30,ocd,Mexico
9/20/2020,30,ocd,Mexico
12/13/2020,30,ocd,Mexico
1/31/2021,30,ocd,Mexico
5/30/2021,30,ocd,Mexico
8/29/2021,30,ocd,Mexico
2/17/2019,30,insomnia,Mexico
10/6/2019,30,insomnia,Mexico
12/8/2019,30,insomnia,Mexico
12/15/2019,30,insomnia,Mexico
1/24/2021,29,depression,Italy
6/13/2021,29,depression,Italy
7/5/2020,29,anxiety,India
7/12/2020,29,anxiety,India
8/16/2020,29,anxiety,India
9/13/2020,29,anxiety,India
3/14/2021,29,anxiety,India
7/18/2021,29,anxiety,India
7/25/2021,29,anxiety,India
9/12/2021,29,anxiety,India
4/21/2019,29,insomnia,India
10/20/2019,29,insomnia,India
11/3/2019,29,ocd,New Zealand
11/24/2019,29,ocd,New Zealand
7/28/2019,29,insomnia,Italy
8/25/2019,29,insomnia,Italy
12/15/2019,29,insomnia,Italy
5/24/2020,29,insomnia,Italy
5/30/2021,29,insomnia,Italy
9/5/2021,29,insomnia,Italy
4/21/2019,29,ocd,Mexico
5/19/2019,29,ocd,Mexico
12/22/2019,29,ocd,Mexico
1/5/2020,29,ocd,Mexico
10/4/2020,29,ocd,Mexico
9/12/2021,29,ocd,Mexico
3/3/2019,29,insomnia,Mexico
5/12/2019,28,depression,Italy
5/19/2019,28,depression,Italy
2/2/2020,28,depression,Italy
11/29/2020,28,depression,Italy
5/23/2021,28,depression,Italy
3/29/2020,28,anxiety,India
4/12/2020,28,anxiety,India
7/26/2020,28,anxiety,India
10/4/2020,28,anxiety,India
10/11/2020,28,anxiety,India
2/14/2021,28,anxiety,India
3/7/2021,28,anxiety,India
3/21/2021,28,anxiety,India
3/28/2021,28,anxiety,India
4/4/2021,28,anxiety,India
4/11/2021,28,anxiety,India
8/1/2021,28,anxiety,India
8/8/2021,28,anxiety,India
8/29/2021,28,anxiety,India
1/27/2019,28,ocd,Brazil
3/3/2019,28,ocd,Brazil
3/10/2019,28,ocd,Brazil
4/14/2019,28,ocd,New Zealand
4/12/2020,28,ocd,New Zealand
4/26/2020,28,ocd,New Zealand
3/17/2019,28,insomnia,Italy
12/1/2019,28,insomnia,Italy
6/7/2020,28,insomnia,Italy
6/21/2020,28,insomnia,Italy
1/17/2021,28,insomnia,Italy
1/31/2021,28,insomnia,Italy
9/12/2021,28,insomnia,Italy
6/2/2019,28,ocd,Mexico
12/1/2019,28,ocd,Mexico
5/31/2020,28,ocd,Mexico
8/2/2020,28,ocd,Mexico
9/27/2020,28,ocd,Mexico
12/27/2020,28,ocd,Mexico
4/26/2020,27,depression,Italy
8/2/2020,27,depression,Italy
8/9/2020,27,depression,Italy
6/27/2021,27,depression,Italy
9/8/2019,27,anxiety,India
11/17/2019,27,anxiety,India
11/24/2019,27,anxiety,India
4/5/2020,27,anxiety,India
2/28/2021,27,anxiety,India
9/5/2021,27,anxiety,India
9/19/2021,27,anxiety,India
4/21/2019,27,ocd,New Zealand
7/12/2020,27,ocd,New Zealand
4/21/2019,27,insomnia,New Zealand
5/17/2020,27,insomnia,New Zealand
8/16/2020,27,insomnia,New Zealand
1/20/2019,27,insomnia,Italy
5/5/2019,27,insomnia,Italy
9/22/2019,27,insomnia,Italy
10/20/2019,27,insomnia,Italy
10/27/2019,27,insomnia,Italy
12/8/2019,27,insomnia,Italy
1/5/2020,27,insomnia,Italy
3/15/2020,27,insomnia,Italy
4/26/2020,27,insomnia,Italy
6/14/2020,27,insomnia,Italy
7/19/2020,27,insomnia,Italy
8/9/2020,27,insomnia,Italy
8/29/2021,27,insomnia,Italy
8/25/2019,27,ocd,Mexico
9/8/2019,27,ocd,Mexico
10/18/2020,27,ocd,Mexico
1/10/2021,27,ocd,Mexico
2/28/2021,27,ocd,Mexico
3/7/2021,27,ocd,Mexico
9/26/2021,27,ocd,Mexico
6/9/2019,27,insomnia,Mexico
5/9/2021,26,depression,Italy
2/24/2019,26,anxiety,India
8/9/2020,26,anxiety,India
11/22/2020,26,anxiety,India
1/3/2021,26,anxiety,India
1/17/2021,26,anxiety,India
2/7/2021,26,anxiety,India
8/15/2021,26,anxiety,India
1/27/2019,26,ocd,New Zealand
12/13/2020,26,ocd,New Zealand
12/20/2020,26,ocd,New Zealand
2/24/2019,26,insomnia,New Zealand
3/22/2020,26,insomnia,New Zealand
12/13/2020,26,insomnia,New Zealand
4/7/2019,26,insomnia,Italy
6/16/2019,26,insomnia,Italy
8/4/2019,26,insomnia,Italy
10/13/2019,26,insomnia,Italy
7/26/2020,26,insomnia,Italy
4/11/2021,26,insomnia,Italy
5/23/2021,26,insomnia,Italy
6/20/2021,26,insomnia,Italy
8/22/2021,26,insomnia,Italy
12/15/2019,26,ocd,Mexico
10/25/2020,26,ocd,Mexico
11/8/2020,26,ocd,Mexico
2/21/2021,26,ocd,Mexico
9/5/2021,26,ocd,Mexico
9/15/2019,26,insomnia,Mexico
11/17/2019,26,insomnia,Mexico
7/21/2019,25,depression,Italy
10/11/2020,25,depression,Italy
6/28/2020,25,depression,India
9/15/2019,25,anxiety,India
11/3/2019,25,anxiety,India
2/16/2020,25,anxiety,India
2/23/2020,25,anxiety,India
3/22/2020,25,anxiety,India
9/27/2020,25,anxiety,India
11/15/2020,25,anxiety,India
12/13/2020,25,anxiety,India
1/24/2021,25,anxiety,India
3/31/2019,25,ocd,New Zealand
7/28/2019,25,ocd,New Zealand
11/29/2020,25,ocd,New Zealand
1/24/2021,25,depression,New Zealand
3/3/2019,25,insomnia,New Zealand
5/5/2019,25,insomnia,New Zealand
10/27/2019,25,insomnia,New Zealand
4/19/2020,25,insomnia,New Zealand
11/8/2020,25,insomnia,New Zealand
6/27/2021,25,insomnia,New Zealand
8/1/2021,25,insomnia,New Zealand
2/24/2019,25,insomnia,Italy
9/29/2019,25,insomnia,Italy
2/16/2020,25,insomnia,Italy
6/28/2020,25,insomnia,Italy
7/5/2020,25,insomnia,Italy
12/20/2020,25,insomnia,Italy
1/10/2021,25,insomnia,Italy
3/7/2021,25,insomnia,Italy
7/25/2021,25,insomnia,Italy
1/20/2019,25,ocd,Mexico
7/28/2019,25,ocd,Mexico
12/29/2019,25,ocd,Mexico
1/3/2021,25,ocd,Mexico
8/22/2021,25,ocd,Mexico
3/17/2019,25,ocd,Italy
4/5/2020,24,depression,Italy
4/18/2021,24,depression,Italy
8/22/2021,24,depression,Italy
9/22/2019,24,anxiety,India
2/9/2020,24,anxiety,India
11/1/2020,24,anxiety,India
12/6/2020,24,anxiety,India
12/27/2020,24,anxiety,India
1/31/2021,24,anxiety,India
8/22/2021,24,anxiety,India
2/3/2019,24,ocd,Brazil
6/16/2019,24,ocd,New Zealand
8/25/2019,24,ocd,New Zealand
10/27/2019,24,ocd,New Zealand
9/27/2020,24,ocd,New Zealand
1/17/2021,24,ocd,New Zealand
4/4/2021,24,ocd,New Zealand
5/23/2021,24,ocd,New Zealand
7/11/2021,24,ocd,New Zealand
7/18/2021,24,ocd,New Zealand
7/25/2021,24,ocd,New Zealand
8/22/2021,24,ocd,New Zealand
8/18/2019,24,insomnia,New Zealand
8/25/2019,24,insomnia,New Zealand
10/20/2019,24,insomnia,New Zealand
1/24/2021,24,insomnia,New Zealand
5/9/2021,24,insomnia,New Zealand
7/11/2021,24,insomnia,New Zealand
1/13/2019,24,insomnia,Italy
3/24/2019,24,insomnia,Italy
9/15/2019,24,insomnia,Italy
1/12/2020,24,insomnia,Italy
1/26/2020,24,insomnia,Italy
2/9/2020,24,insomnia,Italy
5/31/2020,24,insomnia,Italy
7/12/2020,24,insomnia,Italy
9/6/2020,24,insomnia,Italy
9/27/2020,24,insomnia,Italy
11/8/2020,24,insomnia,Italy
2/14/2021,24,insomnia,Italy
2/28/2021,24,insomnia,Italy
3/14/2021,24,insomnia,Italy
6/6/2021,24,insomnia,Italy
7/4/2021,24,insomnia,Italy
7/18/2021,24,insomnia,Italy
8/8/2021,24,insomnia,Italy
9/26/2021,24,insomnia,Italy
1/6/2019,24,ocd,Mexico
6/23/2019,24,ocd,Mexico
6/30/2019,24,ocd,Mexico
9/29/2019,24,ocd,Mexico
12/8/2019,24,ocd,Mexico
1/26/2020,24,ocd,Mexico
5/23/2021,24,ocd,Mexico
1/20/2019,23,depression,Italy
6/14/2020,23,depression,Italy
1/10/2021,23,depression,Italy
7/25/2021,23,depression,Italy
1/6/2019,23,anxiety,India
8/18/2019,23,anxiety,India
11/10/2019,23,anxiety,India
12/1/2019,23,anxiety,India
1/5/2020,23,anxiety,India
10/18/2020,23,anxiety,India
10/25/2020,23,anxiety,India
1/10/2021,23,anxiety,India
9/26/2021,23,anxiety,India
9/8/2019,23,ocd,New Zealand
9/22/2019,23,ocd,New Zealand
2/2/2020,23,ocd,New Zealand
5/30/2021,23,ocd,New Zealand
8/15/2021,23,ocd,New Zealand
2/9/2020,23,insomnia,New Zealand
11/1/2020,23,insomnia,New Zealand
2/3/2019,23,insomnia,Italy
2/10/2019,23,insomnia,Italy
10/6/2019,23,insomnia,Italy
7/12/2020,23,ocd,Mexico
8/1/2021,23,ocd,Mexico
6/7/2020,22,depression,Italy
11/1/2020,22,depression,Italy
2/3/2019,22,anxiety,India
7/14/2019,22,anxiety,India
8/25/2019,22,anxiety,India
9/1/2019,22,anxiety,India
12/8/2019,22,anxiety,India
1/19/2020,22,anxiety,India
1/26/2020,22,anxiety,India
3/8/2020,22,anxiety,India
3/15/2020,22,anxiety,India
11/8/2020,22,anxiety,India
7/5/2020,22,insomnia,New Zealand
4/28/2019,22,insomnia,Italy
5/19/2019,22,insomnia,Italy
6/9/2019,22,insomnia,Italy
8/11/2019,22,insomnia,Italy
8/18/2019,22,insomnia,Italy
11/3/2019,22,insomnia,Italy
12/29/2019,22,insomnia,Italy
11/15/2020,22,insomnia,Italy
12/13/2020,22,insomnia,Italy
4/25/2021,22,insomnia,Italy
6/9/2019,22,ocd,Mexico
6/16/2019,22,ocd,Mexico
10/27/2019,22,ocd,Mexico
11/10/2019,22,ocd,Mexico
2/24/2019,22,ocd,Italy
1/27/2019,21,anxiety,India
2/17/2019,21,anxiety,India
8/4/2019,21,anxiety,India
8/11/2019,21,anxiety,India
10/6/2019,21,anxiety,India
10/13/2019,21,anxiety,India
10/20/2019,21,anxiety,India
10/27/2019,21,anxiety,India
12/29/2019,21,anxiety,India
2/2/2020,21,anxiety,India
3/1/2020,21,anxiety,India
7/26/2020,21,ocd,New Zealand
6/28/2020,21,insomnia,New Zealand
5/26/2019,21,insomnia,Italy
6/2/2019,21,insomnia,Italy
6/23/2019,21,insomnia,Italy
7/21/2019,21,insomnia,Italy
8/16/2020,21,insomnia,Italy
8/30/2020,21,insomnia,Italy
9/13/2020,21,insomnia,Italy
12/27/2020,21,insomnia,Italy
4/18/2021,21,insomnia,Italy
5/16/2021,21,insomnia,Italy
6/13/2021,21,insomnia,Italy
8/1/2021,21,insomnia,Italy
9/19/2021,21,insomnia,Italy
3/24/2019,21,ocd,Mexico
7/7/2019,21,ocd,Mexico
9/19/2021,21,ocd,Mexico
12/15/2019,20,depression,Italy
5/24/2020,20,depression,Italy
7/5/2020,20,depression,India
11/22/2020,20,depression,India
1/20/2019,20,anxiety,India
2/10/2019,20,anxiety,India
3/31/2019,20,anxiety,India
5/19/2019,20,anxiety,India
6/16/2019,20,anxiety,India
7/21/2019,20,anxiety,India
7/28/2019,20,anxiety,India
9/29/2019,20,anxiety,India
12/22/2019,20,anxiety,India
1/12/2020,20,anxiety,India
12/20/2020,20,anxiety,India
3/29/2020,20,ocd,New Zealand
6/7/2020,20,ocd,New Zealand
3/10/2019,20,insomnia,Italy
4/14/2019,20,insomnia,Italy
7/7/2019,20,insomnia,Italy
11/10/2019,20,insomnia,Italy
9/20/2020,20,insomnia,Italy
5/2/2021,20,insomnia,Italy
5/9/2021,20,insomnia,Italy
2/24/2019,20,ocd,Mexico
3/3/2019,20,ocd,Mexico
3/10/2019,20,ocd,Mexico
7/14/2019,20,ocd,Mexico
5/10/2020,19,depression,Italy
7/12/2020,19,depression,India
1/13/2019,19,anxiety,India
4/7/2019,19,anxiety,India
4/14/2019,19,anxiety,India
5/12/2019,19,anxiety,India
5/26/2019,19,anxiety,India
6/23/2019,19,anxiety,India
12/15/2019,19,anxiety,India
2/24/2019,19,ocd,New Zealand
3/3/2019,19,ocd,New Zealand
3/22/2020,19,ocd,New Zealand
1/31/2021,19,ocd,New Zealand
6/30/2019,19,insomnia,Italy
7/14/2019,19,insomnia,Italy
2/2/2020,19,insomnia,Italy
10/4/2020,19,insomnia,Italy
12/20/2020,19,ocd,Mexico
4/19/2020,18,depression,Italy
12/20/2020,18,depression,Italy
7/26/2020,18,depression,India
8/16/2020,18,depression,India
8/23/2020,18,depression,India
4/21/2019,18,anxiety,India
5/5/2019,18,anxiety,India
7/7/2019,18,anxiety,India
2/24/2019,18,ocd,Brazil
2/17/2019,18,ocd,New Zealand
3/10/2019,18,ocd,New Zealand
5/26/2019,18,ocd,New Zealand
6/9/2019,18,ocd,New Zealand
6/30/2019,18,ocd,New Zealand
10/6/2019,18,ocd,New Zealand
12/27/2020,18,insomnia,New Zealand
8/2/2020,18,insomnia,Italy
10/25/2020,18,insomnia,Italy
11/29/2020,18,insomnia,Italy
8/25/2019,17,depression,Italy
4/5/2020,17,depression,India
5/17/2020,17,depression,India
5/24/2020,17,depression,India
7/19/2020,17,depression,India
8/30/2020,17,depression,India
9/13/2020,17,depression,India
9/20/2020,17,depression,India
3/7/2021,17,depression,India
4/4/2021,17,depression,India
5/23/2021,17,depression,India
5/30/2021,17,depression,India
6/6/2021,17,depression,India
6/13/2021,17,depression,India
6/2/2019,17,anxiety,India
6/30/2019,17,anxiety,India
1/26/2020,17,ocd,New Zealand
5/19/2019,17,insomnia,New Zealand
12/6/2020,17,insomnia,New Zealand
8/8/2021,17,insomnia,New Zealand
5/12/2019,17,insomnia,Italy
2/23/2020,17,insomnia,Italy
10/11/2020,17,insomnia,Italy
11/1/2020,17,insomnia,Italy
11/22/2020,17,insomnia,Italy
4/4/2021,17,insomnia,Italy
8/15/2021,17,insomnia,Italy
