week,trendvalue,term,nation
12/8/2019,67,therapy,India
1/19/2020,67,therapy,India
4/5/2020,67,therapy,India
6/16/2019,67,ocd,Brazil
8/4/2019,67,ocd,Brazil
9/15/2019,67,ocd,Brazil
12/22/2019,67,ocd,Brazil
2/16/2020,67,ocd,Brazil
1/5/2020,67,anxiety,Brazil
1/12/2020,67,anxiety,Brazil
2/16/2020,67,anxiety,Brazil
1/27/2019,67,insomnia,Brazil
4/21/2019,67,insomnia,Brazil
6/23/2019,67,insomnia,Brazil
7/21/2019,67,insomnia,Brazil
12/29/2019,67,insomnia,Brazil
6/20/2021,67,insomnia,Brazil
12/22/2019,67,therapy,Brazil
12/27/2020,67,therapy,Brazil
2/3/2019,67,anxiety,Italy
2/10/2019,67,anxiety,Italy
3/31/2019,67,anxiety,Italy
3/8/2020,67,anxiety,Italy
4/28/2019,67,depression,New Zealand
6/23/2019,67,depression,New Zealand
5/3/2020,67,depression,New Zealand
2/28/2021,67,depression,New Zealand
5/2/2021,67,depression,New Zealand
3/8/2020,67,anxiety,New Zealand
3/29/2020,67,anxiety,New Zealand
9/27/2020,67,anxiety,New Zealand
2/21/2021,67,anxiety,New Zealand
4/4/2021,67,anxiety,New Zealand
6/7/2020,67,insomnia,New Zealand
1/31/2021,67,insomnia,New Zealand
2/7/2021,67,insomnia,New Zealand
3/3/2019,67,therapy,New Zealand
4/14/2019,67,therapy,New Zealand
7/28/2019,67,therapy,New Zealand
9/15/2019,67,therapy,New Zealand
10/6/2019,67,therapy,New Zealand
12/29/2019,67,therapy,New Zealand
2/16/2020,67,therapy,New Zealand
3/8/2020,67,therapy,New Zealand
6/14/2020,67,therapy,New Zealand
7/12/2020,67,therapy,New Zealand
3/28/2021,67,therapy,New Zealand
6/6/2021,67,therapy,New Zealand
7/14/2019,67,ocd,United States
7/26/2020,67,ocd,United States
8/30/2020,67,ocd,United States
9/6/2020,67,ocd,United States
1/10/2021,67,ocd,United States
7/25/2021,67,ocd,United States
8/29/2021,67,ocd,United States
6/27/2021,67,depression,United States
8/8/2021,67,depression,United States
8/29/2021,67,depression,United States
5/23/2021,67,insomnia,United States
11/8/2020,67,therapy,Italy
8/30/2020,67,anxiety,Mexico
9/27/2020,67,anxiety,Mexico
4/26/2020,67,insomnia,Mexico
12/13/2020,66,depression,Italy
7/26/2020,66,ocd,India
12/13/2020,66,ocd,India
3/21/2021,66,ocd,India
9/19/2021,66,ocd,India
9/6/2020,66,insomnia,India
7/28/2019,66,therapy,India
12/15/2019,66,therapy,India
1/5/2020,66,therapy,India
8/11/2019,66,ocd,Brazil
1/12/2020,66,ocd,Brazil
2/23/2020,66,ocd,Brazil
5/3/2020,66,ocd,Brazil
8/2/2020,66,ocd,Brazil
10/25/2020,66,ocd,Brazil
4/4/2021,66,ocd,Brazil
5/9/2021,66,ocd,Brazil
5/26/2019,66,anxiety,Brazil
8/18/2019,66,anxiety,Brazil
9/1/2019,66,anxiety,Brazil
9/8/2019,66,anxiety,Brazil
9/22/2019,66,anxiety,Brazil
3/15/2020,66,anxiety,Brazil
4/28/2019,66,insomnia,Brazil
2/2/2020,66,insomnia,Brazil
9/19/2021,66,insomnia,Brazil
3/10/2019,66,anxiety,Italy
7/7/2019,66,anxiety,Italy
7/14/2019,66,anxiety,Italy
9/8/2019,66,anxiety,Italy
10/6/2019,66,anxiety,Italy
12/29/2019,66,anxiety,Italy
8/25/2019,66,depression,New Zealand
5/9/2021,66,depression,New Zealand
9/15/2019,66,anxiety,New Zealand
10/20/2019,66,anxiety,New Zealand
11/24/2019,66,anxiety,New Zealand
10/11/2020,66,anxiety,New Zealand
12/6/2020,66,anxiety,New Zealand
5/2/2021,66,insomnia,New Zealand
2/3/2019,66,therapy,New Zealand
9/6/2020,66,therapy,New Zealand
1/10/2021,66,therapy,New Zealand
2/3/2019,66,ocd,United States
3/3/2019,66,ocd,United States
5/12/2019,66,ocd,United States
5/19/2019,66,ocd,United States
7/21/2019,66,ocd,United States
11/24/2019,66,ocd,United States
8/2/2020,66,ocd,United States
8/23/2020,66,ocd,United States
12/13/2020,66,ocd,United States
1/3/2021,66,ocd,United States
3/7/2021,66,ocd,United States
3/28/2021,66,ocd,United States
8/1/2021,66,ocd,United States
3/15/2020,66,depression,United States
11/1/2020,66,depression,United States
6/13/2021,66,depression,United States
8/1/2021,66,depression,United States
6/2/2019,66,insomnia,United States
6/6/2021,66,insomnia,United States
3/31/2019,66,depression,Mexico
1/12/2020,66,depression,Mexico
3/21/2021,66,depression,Mexico
1/26/2020,66,anxiety,Mexico
3/1/2020,66,anxiety,Mexico
9/6/2020,66,anxiety,Mexico
11/1/2020,66,anxiety,Mexico
6/7/2020,66,insomnia,Mexico
12/22/2019,66,therapy,Mexico
10/18/2020,66,ocd,Italy
4/18/2021,66,ocd,Italy
7/11/2021,66,ocd,Italy
12/1/2019,65,ocd,India
9/6/2020,65,ocd,India
11/15/2020,65,ocd,India
2/14/2021,65,ocd,India
8/8/2021,65,ocd,India
9/12/2021,65,ocd,India
3/3/2019,65,anxiety,India
7/26/2020,65,insomnia,India
5/26/2019,65,therapy,India
7/14/2019,65,therapy,India
8/11/2019,65,therapy,India
9/29/2019,65,therapy,India
1/12/2020,65,therapy,India
3/29/2020,65,therapy,India
10/20/2019,65,ocd,Brazil
1/17/2021,65,ocd,Brazil
8/1/2021,65,ocd,Brazil
8/4/2019,65,depression,Brazil
9/29/2019,65,depression,Brazil
4/21/2019,65,anxiety,Brazil
11/10/2019,65,anxiety,Brazil
8/23/2020,65,insomnia,Brazil
9/6/2020,65,insomnia,Brazil
2/14/2021,65,insomnia,Brazil
3/7/2021,65,insomnia,Brazil
3/24/2019,65,anxiety,Italy
9/29/2019,65,anxiety,Italy
1/12/2020,65,anxiety,Italy
11/10/2019,65,depression,New Zealand
7/11/2021,65,depression,New Zealand
6/23/2019,65,anxiety,New Zealand
8/11/2019,65,anxiety,New Zealand
10/13/2019,65,anxiety,New Zealand
6/13/2021,65,anxiety,New Zealand
7/14/2019,65,therapy,New Zealand
10/27/2019,65,therapy,New Zealand
11/3/2019,65,therapy,New Zealand
12/8/2019,65,therapy,New Zealand
7/19/2020,65,therapy,New Zealand
11/8/2020,65,therapy,New Zealand
1/20/2019,65,ocd,United States
3/31/2019,65,ocd,United States
6/16/2019,65,ocd,United States
9/8/2019,65,ocd,United States
3/29/2020,65,ocd,United States
12/20/2020,65,ocd,United States
5/16/2021,65,ocd,United States
5/31/2020,65,depression,United States
12/20/2020,65,depression,United States
3/21/2021,65,therapy,Italy
3/24/2019,65,depression,Mexico
9/27/2020,65,depression,Mexico
10/11/2020,65,depression,Mexico
1/19/2020,65,anxiety,Mexico
3/22/2020,65,anxiety,Mexico
12/20/2020,65,anxiety,Mexico
6/21/2020,65,insomnia,Mexico
7/12/2020,65,insomnia,Mexico
4/11/2021,65,insomnia,Mexico
8/11/2019,65,ocd,Italy
12/13/2020,65,ocd,Italy
10/27/2019,64,ocd,India
11/8/2020,64,ocd,India
2/21/2021,64,ocd,India
7/18/2021,64,ocd,India
7/25/2021,64,ocd,India
8/16/2020,64,insomnia,India
8/23/2020,64,insomnia,India
9/1/2019,64,ocd,Brazil
3/15/2020,64,ocd,Brazil
7/12/2020,64,ocd,Brazil
2/28/2021,64,ocd,Brazil
3/14/2021,64,ocd,Brazil
5/2/2021,64,ocd,Brazil
9/26/2021,64,ocd,Brazil
4/14/2019,64,depression,Brazil
8/11/2019,64,depression,Brazil
5/5/2019,64,anxiety,Brazil
8/4/2019,64,anxiety,Brazil
11/17/2019,64,anxiety,Brazil
2/3/2019,64,insomnia,Brazil
11/1/2020,64,insomnia,Brazil
2/28/2021,64,insomnia,Brazil
8/8/2021,64,insomnia,Brazil
9/26/2021,64,insomnia,Brazil
11/10/2019,64,anxiety,Italy
2/2/2020,64,anxiety,Italy
10/4/2020,64,anxiety,Italy
8/29/2021,64,ocd,New Zealand
9/22/2019,64,depression,New Zealand
11/8/2020,64,depression,New Zealand
8/25/2019,64,anxiety,New Zealand
9/8/2019,64,anxiety,New Zealand
6/9/2019,64,insomnia,New Zealand
8/2/2020,64,insomnia,New Zealand
2/21/2021,64,insomnia,New Zealand
4/28/2019,64,therapy,New Zealand
12/22/2019,64,therapy,New Zealand
3/15/2020,64,therapy,New Zealand
3/29/2020,64,therapy,New Zealand
6/28/2020,64,therapy,New Zealand
11/29/2020,64,therapy,New Zealand
4/7/2019,64,ocd,United States
12/8/2019,64,ocd,United States
7/4/2021,64,depression,United States
3/7/2021,64,therapy,Italy
9/22/2019,64,depression,Mexico
11/10/2019,64,depression,Mexico
12/1/2019,64,depression,Mexico
3/8/2020,64,depression,Mexico
4/18/2021,64,depression,Mexico
1/12/2020,64,anxiety,Mexico
7/12/2020,64,ocd,Italy
11/10/2019,63,ocd,India
3/15/2020,63,ocd,India
8/1/2021,63,ocd,India
9/5/2021,63,ocd,India
9/13/2020,63,insomnia,India
6/27/2021,63,insomnia,India
3/10/2019,63,therapy,India
3/17/2019,63,therapy,India
3/24/2019,63,therapy,India
6/16/2019,63,therapy,India
6/23/2019,63,therapy,India
8/4/2019,63,therapy,India
10/27/2019,63,therapy,India
6/2/2019,63,ocd,Brazil
9/27/2020,63,ocd,Brazil
11/29/2020,63,ocd,Brazil
12/13/2020,63,ocd,Brazil
2/7/2021,63,ocd,Brazil
8/22/2021,63,ocd,Brazil
8/18/2019,63,depression,Brazil
4/28/2019,63,anxiety,Brazil
7/21/2019,63,anxiety,Brazil
10/13/2019,63,anxiety,Brazil
9/20/2020,63,insomnia,Brazil
11/22/2020,63,insomnia,Brazil
9/22/2019,63,anxiety,Italy
3/10/2019,63,depression,New Zealand
7/21/2019,63,depression,New Zealand
7/28/2019,63,depression,New Zealand
10/27/2019,63,depression,New Zealand
3/31/2019,63,anxiety,New Zealand
2/2/2020,63,anxiety,New Zealand
5/10/2020,63,anxiety,New Zealand
8/2/2020,63,anxiety,New Zealand
1/17/2021,63,anxiety,New Zealand
1/19/2020,63,insomnia,New Zealand
8/30/2020,63,insomnia,New Zealand
1/27/2019,63,therapy,New Zealand
2/24/2019,63,therapy,New Zealand
6/23/2019,63,therapy,New Zealand
1/26/2020,63,therapy,New Zealand
4/19/2020,63,therapy,New Zealand
6/9/2019,63,ocd,United States
6/23/2019,63,ocd,United States
12/27/2020,63,ocd,United States
6/27/2021,63,ocd,United States
11/3/2019,63,depression,Mexico
2/21/2021,63,depression,Mexico
3/8/2020,63,anxiety,Mexico
6/28/2020,63,insomnia,Mexico
10/18/2020,63,insomnia,Mexico
1/10/2021,63,insomnia,Mexico
3/7/2021,63,ocd,Italy
5/9/2021,63,ocd,Italy
5/23/2021,63,ocd,Italy
2/16/2020,62,ocd,India
10/25/2020,62,ocd,India
11/29/2020,62,ocd,India
1/10/2021,62,ocd,India
8/29/2021,62,ocd,India
6/2/2019,62,therapy,India
10/20/2019,62,therapy,India
12/29/2019,62,therapy,India
5/19/2019,62,ocd,Brazil
7/14/2019,62,ocd,Brazil
2/2/2020,62,ocd,Brazil
3/22/2020,62,ocd,Brazil
7/18/2021,62,ocd,Brazil
5/5/2019,62,depression,Brazil
8/25/2019,62,depression,Brazil
6/16/2019,62,anxiety,Brazil
6/23/2019,62,anxiety,Brazil
7/28/2019,62,anxiety,Brazil
8/25/2019,62,anxiety,Brazil
9/29/2019,62,anxiety,Brazil
12/22/2019,62,anxiety,Brazil
6/9/2019,62,insomnia,Brazil
9/15/2019,62,insomnia,Brazil
11/17/2019,62,insomnia,Brazil
8/30/2020,62,insomnia,Brazil
10/4/2020,62,insomnia,Brazil
12/20/2020,62,therapy,Brazil
12/22/2019,62,anxiety,Italy
8/9/2020,62,anxiety,Italy
6/21/2020,62,depression,New Zealand
12/13/2020,62,depression,New Zealand
3/21/2021,62,depression,New Zealand
6/20/2021,62,depression,New Zealand
11/1/2020,62,anxiety,New Zealand
2/7/2021,62,anxiety,New Zealand
9/29/2019,62,therapy,New Zealand
8/9/2020,62,therapy,New Zealand
12/15/2019,62,ocd,United States
12/29/2019,62,ocd,United States
11/24/2019,62,insomnia,United States
2/17/2019,62,therapy,Italy
4/18/2021,62,therapy,Italy
9/15/2019,62,depression,Mexico
9/29/2019,62,depression,Mexico
10/6/2019,62,depression,Mexico
12/8/2019,62,depression,Mexico
1/19/2020,62,depression,Mexico
11/1/2020,62,depression,Mexico
5/9/2021,62,depression,Mexico
5/30/2021,62,depression,Mexico
11/3/2019,62,anxiety,Mexico
2/23/2020,62,anxiety,Mexico
12/27/2020,62,anxiety,Mexico
6/20/2021,62,anxiety,Mexico
7/14/2019,62,insomnia,Mexico
3/29/2020,62,insomnia,Mexico
10/20/2019,62,ocd,Italy
4/26/2020,62,ocd,Italy
11/15/2020,62,ocd,Italy
3/28/2021,62,ocd,Italy
6/20/2021,62,ocd,Italy
4/7/2019,61,depression,Italy
8/25/2019,61,ocd,India
11/24/2019,61,ocd,India
8/30/2020,61,ocd,India
6/21/2020,61,insomnia,India
2/10/2019,61,therapy,India
2/17/2019,61,therapy,India
5/12/2019,61,therapy,India
7/7/2019,61,therapy,India
12/22/2019,61,therapy,India
4/7/2019,61,ocd,Brazil
8/25/2019,61,ocd,Brazil
10/27/2019,61,ocd,Brazil
1/26/2020,61,ocd,Brazil
9/5/2021,61,ocd,Brazil
5/19/2019,61,anxiety,Brazil
7/14/2019,61,anxiety,Brazil
8/11/2019,61,anxiety,Brazil
10/6/2019,61,anxiety,Brazil
12/1/2019,61,anxiety,Brazil
5/12/2019,61,insomnia,Brazil
5/26/2019,61,insomnia,Brazil
2/16/2020,61,insomnia,Brazil
12/6/2020,61,insomnia,Brazil
2/7/2021,61,insomnia,Brazil
8/29/2021,61,insomnia,Brazil
11/3/2019,61,anxiety,Italy
9/27/2020,61,anxiety,Italy
5/10/2020,61,depression,New Zealand
8/23/2020,61,depression,New Zealand
11/29/2020,61,depression,New Zealand
6/27/2021,61,depression,New Zealand
7/14/2019,61,anxiety,New Zealand
9/29/2019,61,anxiety,New Zealand
12/22/2019,61,anxiety,New Zealand
6/7/2020,61,anxiety,New Zealand
7/26/2020,61,anxiety,New Zealand
11/15/2020,61,anxiety,New Zealand
8/8/2021,61,anxiety,New Zealand
3/17/2019,61,insomnia,New Zealand
7/7/2019,61,insomnia,New Zealand
4/12/2020,61,therapy,New Zealand
12/22/2019,61,ocd,United States
4/5/2020,61,ocd,United States
8/22/2021,61,depression,United States
5/12/2019,61,insomnia,United States
5/19/2019,61,insomnia,United States
4/7/2019,61,therapy,Italy
11/15/2020,61,therapy,Italy
1/31/2021,61,therapy,Italy
8/1/2021,61,therapy,Italy
4/28/2019,61,depression,Mexico
5/12/2019,61,depression,Mexico
5/26/2019,61,depression,Mexico
10/20/2019,61,depression,Mexico
2/16/2020,61,depression,Mexico
2/23/2020,61,depression,Mexico
5/17/2020,61,depression,Mexico
11/22/2020,61,depression,Mexico
9/8/2019,61,anxiety,Mexico
9/22/2019,61,anxiety,Mexico
10/13/2019,61,anxiety,Mexico
5/17/2020,61,insomnia,Mexico
7/26/2020,61,insomnia,Mexico
4/21/2019,61,ocd,Italy
3/24/2019,60,depression,Italy
4/21/2019,60,depression,Italy
7/7/2019,60,depression,Italy
2/23/2020,60,ocd,India
7/12/2020,60,ocd,India
1/17/2021,60,ocd,India
4/11/2021,60,ocd,India
6/28/2020,60,insomnia,India
7/12/2020,60,insomnia,India
10/4/2020,60,insomnia,India
2/3/2019,60,therapy,India
3/31/2019,60,ocd,Brazil
12/15/2019,60,ocd,Brazil
12/29/2019,60,ocd,Brazil
9/6/2020,60,ocd,Brazil
10/4/2020,60,ocd,Brazil
12/6/2020,60,ocd,Brazil
11/3/2019,60,depression,Brazil
4/7/2019,60,anxiety,Brazil
4/14/2019,60,anxiety,Brazil
12/15/2019,60,anxiety,Brazil
2/24/2019,60,insomnia,Brazil
6/30/2019,60,insomnia,Brazil
6/6/2021,60,ocd,New Zealand
8/9/2020,60,depression,New Zealand
10/4/2020,60,depression,New Zealand
12/6/2020,60,depression,New Zealand
6/13/2021,60,depression,New Zealand
4/7/2019,60,anxiety,New Zealand
3/22/2020,60,anxiety,New Zealand
6/28/2020,60,anxiety,New Zealand
12/13/2020,60,anxiety,New Zealand
12/20/2020,60,anxiety,New Zealand
5/16/2021,60,anxiety,New Zealand
7/4/2021,60,anxiety,New Zealand
7/11/2021,60,anxiety,New Zealand
10/25/2020,60,insomnia,New Zealand
3/31/2019,60,therapy,New Zealand
6/9/2019,60,therapy,New Zealand
1/12/2020,60,therapy,New Zealand
5/3/2020,60,therapy,New Zealand
8/11/2019,60,ocd,United States
8/25/2019,60,ocd,United States
9/1/2019,60,ocd,United States
12/22/2019,60,insomnia,United States
11/1/2020,60,insomnia,United States
3/22/2020,60,therapy,Italy
9/12/2021,60,therapy,Italy
5/5/2019,60,depression,Mexico
11/17/2019,60,depression,Mexico
1/17/2021,60,depression,Mexico
2/7/2021,60,depression,Mexico
2/28/2021,60,depression,Mexico
4/25/2021,60,depression,Mexico
9/26/2021,60,depression,Mexico
10/6/2019,60,anxiety,Mexico
10/20/2019,60,anxiety,Mexico
10/27/2019,60,anxiety,Mexico
11/10/2019,60,anxiety,Mexico
9/13/2020,60,ocd,Italy
1/3/2021,60,ocd,Italy
5/30/2021,60,ocd,Italy
8/8/2021,60,ocd,Italy
4/25/2021,59,depression,Italy
10/6/2019,59,ocd,India
11/3/2019,59,ocd,India
2/2/2020,59,ocd,India
12/20/2020,59,ocd,India
5/5/2019,59,insomnia,India
3/1/2020,59,insomnia,India
4/18/2021,59,insomnia,India
6/13/2021,59,insomnia,India
6/20/2021,59,insomnia,India
1/13/2019,59,therapy,India
1/27/2019,59,therapy,India
2/24/2019,59,therapy,India
4/28/2019,59,therapy,India
5/5/2019,59,therapy,India
6/9/2019,59,therapy,India
6/30/2019,59,therapy,India
1/19/2020,59,ocd,Brazil
2/9/2020,59,ocd,Brazil
7/4/2021,59,ocd,Brazil
9/19/2021,59,ocd,Brazil
5/12/2019,59,depression,Brazil
5/26/2019,59,depression,Brazil
6/2/2019,59,anxiety,Brazil
5/5/2019,59,insomnia,Brazil
9/29/2019,59,insomnia,Brazil
10/20/2019,59,insomnia,Brazil
10/27/2019,59,insomnia,Brazil
5/9/2021,59,insomnia,Brazil
7/25/2021,59,insomnia,Brazil
8/1/2021,59,insomnia,Brazil
9/12/2021,59,insomnia,Brazil
4/25/2021,59,depression,New Zealand
4/26/2020,59,anxiety,New Zealand
5/24/2020,59,anxiety,New Zealand
1/3/2021,59,anxiety,New Zealand
5/12/2019,59,insomnia,New Zealand
7/12/2020,59,insomnia,New Zealand
1/20/2019,59,therapy,New Zealand
3/10/2019,59,therapy,New Zealand
3/24/2019,59,therapy,Italy
7/7/2019,59,therapy,Italy
5/9/2021,59,therapy,Italy
6/6/2021,59,therapy,Italy
6/2/2019,59,depression,Mexico
10/27/2019,59,depression,Mexico
1/26/2020,59,depression,Mexico
10/18/2020,59,depression,Mexico
1/31/2021,59,depression,Mexico
3/7/2021,59,depression,Mexico
5/2/2021,59,ocd,Italy
2/10/2019,58,depression,Italy
3/3/2019,58,depression,Italy
3/24/2019,58,ocd,India
1/24/2021,58,ocd,India
2/28/2021,58,ocd,India
4/25/2021,58,ocd,India
7/11/2021,58,ocd,India
9/26/2021,58,ocd,India
9/27/2020,58,insomnia,India
1/10/2021,58,insomnia,India
1/6/2019,58,therapy,India
3/3/2019,58,therapy,India
1/13/2019,58,ocd,Brazil
5/19/2019,58,depression,Brazil
10/20/2019,58,depression,Brazil
10/27/2019,58,depression,Brazil
2/17/2019,58,anxiety,Brazil
3/10/2019,58,anxiety,Brazil
3/17/2019,58,anxiety,Brazil
12/8/2019,58,anxiety,Brazil
1/20/2019,58,insomnia,Brazil
6/16/2019,58,insomnia,Brazil
9/22/2019,58,insomnia,Brazil
10/6/2019,58,insomnia,Brazil
2/9/2020,58,insomnia,Brazil
5/2/2021,58,insomnia,Brazil
5/12/2019,58,anxiety,Italy
10/11/2020,58,anxiety,Italy
9/8/2019,58,depression,New Zealand
1/12/2020,58,depression,New Zealand
3/1/2020,58,depression,New Zealand
12/20/2020,58,depression,New Zealand
1/6/2019,58,anxiety,New Zealand
10/27/2019,58,anxiety,New Zealand
6/16/2019,58,insomnia,New Zealand
5/10/2020,58,insomnia,New Zealand
9/20/2020,58,insomnia,New Zealand
1/3/2021,58,insomnia,New Zealand
3/28/2021,58,insomnia,New Zealand
9/12/2021,58,insomnia,New Zealand
5/12/2019,58,therapy,New Zealand
4/26/2020,58,therapy,New Zealand
4/5/2020,58,therapy,Italy
8/30/2020,58,therapy,Italy
9/6/2020,58,therapy,Italy
10/4/2020,58,therapy,Italy
2/28/2021,58,therapy,Italy
3/14/2021,58,therapy,Italy
3/28/2021,58,therapy,Italy
4/11/2021,58,therapy,Italy
6/13/2021,58,therapy,Italy
8/8/2021,58,therapy,Italy
8/15/2021,58,therapy,Italy
2/17/2019,58,depression,Mexico
3/10/2019,58,depression,Mexico
5/3/2020,58,depression,Mexico
11/29/2020,58,depression,Mexico
1/24/2021,58,depression,Mexico
4/11/2021,58,depression,Mexico
5/16/2021,58,depression,Mexico
6/6/2021,58,depression,Mexico
6/13/2021,58,depression,Mexico
2/9/2020,58,anxiety,Mexico
8/2/2020,58,insomnia,Mexico
2/14/2021,58,insomnia,Mexico
12/15/2019,58,ocd,Italy
7/26/2020,58,ocd,Italy
2/7/2021,58,ocd,Italy
1/13/2019,57,ocd,India
2/17/2019,57,ocd,India
8/18/2019,57,ocd,India
9/29/2019,57,ocd,India
11/17/2019,57,ocd,India
8/9/2020,57,ocd,India
3/7/2021,57,ocd,India
3/7/2021,57,insomnia,India
4/11/2021,57,insomnia,India
7/4/2021,57,insomnia,India
1/20/2019,57,therapy,India
4/14/2019,57,therapy,India
1/5/2020,57,ocd,Brazil
5/12/2019,57,anxiety,Brazil
6/30/2019,57,anxiety,Brazil
11/24/2019,57,anxiety,Brazil
12/29/2019,57,anxiety,Brazil
3/17/2019,57,insomnia,Brazil
8/18/2019,57,insomnia,Brazil
12/8/2019,57,insomnia,Brazil
12/13/2020,57,insomnia,Brazil
2/28/2021,57,ocd,New Zealand
9/26/2021,57,ocd,New Zealand
4/26/2020,57,depression,New Zealand
9/20/2020,57,depression,New Zealand
2/14/2021,57,depression,New Zealand
9/22/2019,57,anxiety,New Zealand
11/8/2020,57,anxiety,New Zealand
3/21/2021,57,anxiety,New Zealand
9/12/2021,57,anxiety,New Zealand
6/30/2019,57,insomnia,New Zealand
9/29/2019,57,insomnia,New Zealand
2/23/2020,57,insomnia,New Zealand
4/12/2020,57,insomnia,New Zealand
6/6/2021,57,insomnia,New Zealand
4/7/2019,57,therapy,New Zealand
6/2/2019,57,therapy,New Zealand
5/17/2020,57,therapy,New Zealand
5/31/2020,57,therapy,New Zealand
11/1/2020,57,therapy,New Zealand
6/30/2019,57,ocd,United States
8/18/2019,57,ocd,United States
3/15/2020,57,insomnia,United States
3/17/2019,57,therapy,Italy
9/22/2019,57,therapy,Italy
1/12/2020,57,therapy,Italy
2/9/2020,57,therapy,Italy
2/23/2020,57,therapy,Italy
4/4/2021,57,therapy,Italy
2/2/2020,57,depression,Mexico
2/9/2020,57,depression,Mexico
4/26/2020,57,depression,Mexico
5/24/2020,57,depression,Mexico
3/14/2021,57,depression,Mexico
3/10/2019,57,anxiety,Mexico
3/24/2019,57,anxiety,Mexico
11/17/2019,57,anxiety,Mexico
1/5/2020,57,anxiety,Mexico
2/2/2020,57,anxiety,Mexico
4/21/2019,57,insomnia,Mexico
5/10/2020,57,insomnia,Mexico
5/24/2020,57,insomnia,Mexico
8/23/2020,57,insomnia,Mexico
3/31/2019,57,ocd,Italy
5/16/2021,57,ocd,Italy
8/22/2021,57,ocd,Italy
1/6/2019,56,ocd,India
12/6/2020,56,ocd,India
2/7/2021,56,ocd,India
2/21/2021,56,insomnia,India
4/21/2019,56,therapy,India
5/19/2019,56,therapy,India
7/21/2019,56,ocd,Brazil
4/5/2020,56,ocd,Brazil
7/11/2021,56,ocd,Brazil
10/6/2019,56,depression,Brazil
3/24/2019,56,anxiety,Brazil
3/10/2019,56,insomnia,Brazil
7/7/2019,56,insomnia,Brazil
10/18/2020,56,insomnia,Brazil
11/8/2020,56,insomnia,Brazil
8/22/2021,56,insomnia,Brazil
2/23/2020,56,anxiety,Italy
3/21/2021,56,ocd,New Zealand
1/20/2019,56,depression,New Zealand
2/17/2019,56,depression,New Zealand
11/1/2020,56,depression,New Zealand
7/4/2021,56,depression,New Zealand
7/25/2021,56,depression,New Zealand
5/12/2019,56,anxiety,New Zealand
2/9/2020,56,anxiety,New Zealand
2/28/2021,56,anxiety,New Zealand
8/11/2019,56,insomnia,New Zealand
10/6/2019,56,insomnia,New Zealand
6/13/2021,56,insomnia,New Zealand
12/1/2019,56,therapy,New Zealand
4/5/2020,56,therapy,New Zealand
8/4/2019,56,ocd,United States
3/22/2020,56,ocd,United States
5/12/2019,56,therapy,Italy
3/29/2020,56,therapy,Italy
9/13/2020,56,therapy,Italy
11/22/2020,56,therapy,Italy
1/24/2021,56,therapy,Italy
4/25/2021,56,therapy,Italy
5/23/2021,56,therapy,Italy
9/19/2021,56,therapy,Italy
9/26/2021,56,therapy,Italy
5/17/2020,56,ocd,Mexico
3/15/2020,56,depression,Mexico
3/22/2020,56,depression,Mexico
5/10/2020,56,depression,Mexico
11/15/2020,56,depression,Mexico
12/6/2020,56,depression,Mexico
8/15/2021,56,depression,Mexico
4/7/2019,56,anxiety,Mexico
12/1/2019,56,anxiety,Mexico
3/15/2020,56,anxiety,Mexico
8/9/2020,56,insomnia,Mexico
1/31/2021,56,insomnia,Mexico
3/10/2019,56,ocd,Italy
5/26/2019,56,ocd,Italy
1/24/2021,56,ocd,Italy
7/18/2021,56,ocd,Italy
4/14/2019,55,depression,Italy
3/14/2021,55,depression,Italy
10/13/2019,55,ocd,India
3/24/2019,55,anxiety,India
2/9/2020,55,insomnia,India
3/28/2021,55,insomnia,India
3/31/2019,55,therapy,India
4/7/2019,55,therapy,India
9/12/2021,55,ocd,Brazil
7/14/2019,55,depression,Brazil
6/9/2019,55,anxiety,Brazil
5/19/2019,55,insomnia,Brazil
7/28/2019,55,insomnia,Brazil
7/5/2020,55,insomnia,Brazil
10/11/2020,55,insomnia,Brazil
4/14/2019,55,anxiety,Italy
2/7/2021,55,ocd,New Zealand
6/27/2021,55,ocd,New Zealand
1/26/2020,55,depression,New Zealand
8/16/2020,55,depression,New Zealand
1/3/2021,55,depression,New Zealand
3/10/2019,55,anxiety,New Zealand
7/7/2019,55,anxiety,New Zealand
3/1/2020,55,anxiety,New Zealand
4/5/2020,55,anxiety,New Zealand
5/3/2020,55,anxiety,New Zealand
8/30/2020,55,anxiety,New Zealand
3/29/2020,55,insomnia,New Zealand
3/10/2019,55,therapy,Italy
5/26/2019,55,therapy,Italy
6/2/2019,55,therapy,Italy
6/9/2019,55,therapy,Italy
6/23/2019,55,therapy,Italy
10/13/2019,55,therapy,Italy
10/20/2019,55,therapy,Italy
6/14/2020,55,therapy,Italy
2/14/2021,55,therapy,Italy
2/21/2021,55,therapy,Italy
5/2/2021,55,therapy,Italy
5/30/2021,55,therapy,Italy
8/22/2021,55,therapy,Italy
6/23/2019,55,depression,Mexico
6/7/2020,55,depression,Mexico
1/10/2021,55,depression,Mexico
5/2/2021,55,depression,Mexico
5/23/2021,55,depression,Mexico
7/11/2021,55,depression,Mexico
6/9/2019,55,anxiety,Mexico
9/15/2019,55,anxiety,Mexico
12/8/2019,55,anxiety,Mexico
8/15/2021,55,insomnia,Mexico
1/13/2019,55,ocd,Italy
8/25/2019,55,ocd,Italy
9/15/2019,55,ocd,Italy
10/6/2019,55,ocd,Italy
