week,depression,ocd,anxiety,insomnia,therapy,nation
12/22/2019,49,7,44,14,38,South Africa
2/2/2020,49,3,52,9,53,South Africa
9/27/2020,49,4,57,9,63,South Africa
5/31/2020,49,6,63,12,38,Philippines
11/29/2020,49,5,60,9,39,Philippines
7/14/2019,49,9,71,8,62,United Kingdom
9/8/2019,49,8,77,7,69,United Kingdom
9/15/2019,49,8,82,7,69,United Kingdom
10/27/2019,49,8,78,8,71,United Kingdom
3/8/2020,49,12,79,7,70,United Kingdom
4/26/2020,49,11,79,9,63,United Kingdom
11/1/2020,49,8,83,5,66,United Kingdom
2/14/2021,49,13,85,11,69,United Kingdom
2/28/2021,49,12,86,9,76,United Kingdom
3/21/2021,49,14,100,8,74,United Kingdom
1/6/2019,50,7,46,13,68,South Africa
4/14/2019,50,11,50,14,60,South Africa
5/19/2019,50,6,37,9,56,South Africa
1/5/2020,50,11,48,21,63,South Africa
6/7/2020,50,9,54,15,46,South Africa
8/9/2020,50,8,59,14,53,South Africa
3/14/2021,50,9,60,9,45,South Africa
4/25/2021,50,4,46,11,53,South Africa
11/17/2019,50,4,39,10,42,Philippines
1/12/2020,50,8,46,8,40,Philippines
10/11/2020,50,4,63,6,36,Philippines
3/21/2021,50,4,54,9,46,Philippines
3/28/2021,50,9,78,12,39,Philippines
5/16/2021,50,6,77,9,40,Philippines
6/20/2021,50,7,65,10,37,Philippines
9/15/2019,50,9,43,10,50,Malaysia
5/12/2019,50,9,50,7,60,New Zealand
6/2/2019,50,10,54,5,44,New Zealand
3/10/2019,50,6,50,9,91,United States
4/21/2019,50,9,83,10,64,United Kingdom
7/7/2019,50,9,73,8,66,United Kingdom
9/1/2019,50,9,75,6,67,United Kingdom
9/29/2019,50,7,78,7,67,United Kingdom
12/15/2019,50,10,68,8,66,United Kingdom
6/14/2020,50,10,72,8,64,United Kingdom
6/28/2020,50,10,76,8,70,United Kingdom
9/13/2020,50,10,83,8,70,United Kingdom
12/6/2020,50,12,78,9,70,United Kingdom
5/23/2021,50,12,95,7,75,United Kingdom
3/31/2019,51,7,40,13,57,South Africa
4/21/2019,51,5,39,18,49,South Africa
10/20/2019,51,7,46,10,48,South Africa
10/27/2019,51,10,43,11,45,South Africa
1/19/2020,51,12,50,12,68,South Africa
12/27/2020,51,5,69,13,42,South Africa
2/28/2021,51,4,76,11,58,South Africa
4/18/2021,51,9,67,6,68,South Africa
11/24/2019,51,6,49,7,45,Philippines
12/1/2019,51,3,42,9,47,Philippines
1/26/2020,51,3,50,8,42,Philippines
10/25/2020,51,6,63,8,36,Philippines
12/6/2020,51,5,63,11,49,Philippines
5/23/2021,51,5,72,10,43,Philippines
3/17/2019,51,9,33,9,46,Malaysia
10/27/2019,51,7,55,10,54,Malaysia
9/8/2019,51,8,40,6,46,New Zealand
6/7/2020,51,4,57,5,48,New Zealand
3/17/2019,51,6,51,8,92,United States
8/11/2019,51,9,72,11,62,United Kingdom
11/17/2019,51,8,69,9,69,United Kingdom
5/3/2020,51,12,75,10,61,United Kingdom
8/16/2020,51,13,80,9,71,United Kingdom
11/29/2020,51,10,80,10,71,United Kingdom
1/10/2021,51,11,83,10,73,United Kingdom
5/16/2021,51,14,83,6,84,United Kingdom
3/24/2019,51,13,19,13,98,Spain
3/24/2019,52,10,58,18,59,South Africa
1/26/2020,52,6,46,9,50,South Africa
2/23/2020,52,5,56,8,55,South Africa
11/1/2020,52,8,51,10,40,South Africa
1/3/2021,52,5,60,14,42,South Africa
7/21/2019,52,6,43,6,36,Philippines
11/22/2020,52,3,60,11,47,Philippines
2/28/2021,52,4,56,8,42,Philippines
11/3/2019,52,9,39,13,40,Malaysia
10/11/2020,52,9,64,8,45,New Zealand
3/24/2019,52,9,85,6,75,United Kingdom
4/14/2019,52,8,74,11,60,United Kingdom
5/5/2019,52,10,83,7,70,United Kingdom
9/22/2019,52,9,78,9,66,United Kingdom
2/9/2020,52,10,76,9,78,United Kingdom
4/12/2020,52,8,73,10,57,United Kingdom
10/4/2020,52,10,78,9,76,United Kingdom
10/18/2020,52,9,83,8,72,United Kingdom
1/17/2021,52,11,88,12,70,United Kingdom
1/24/2021,52,13,85,12,69,United Kingdom
3/14/2021,52,13,88,7,75,United Kingdom
6/2/2019,53,6,44,14,64,South Africa
6/16/2019,53,9,50,8,54,South Africa
10/11/2020,53,5,61,14,56,South Africa
8/8/2021,53,11,68,16,47,South Africa
10/20/2019,53,4,50,10,39,Philippines
11/3/2019,53,5,46,9,46,Philippines
1/19/2020,53,5,49,10,39,Philippines
5/30/2021,53,6,69,9,34,Philippines
11/10/2019,53,15,40,16,52,Malaysia
4/7/2019,53,9,74,8,69,United Kingdom
11/3/2019,53,9,78,9,74,United Kingdom
1/12/2020,53,11,76,11,81,United Kingdom
3/7/2021,53,10,89,8,77,United Kingdom
5/9/2021,53,13,97,8,97,United Kingdom
3/15/2020,53,7,5,3,21,France
1/27/2019,54,12,50,8,69,South Africa
2/9/2020,54,10,59,11,59,South Africa
3/7/2021,54,7,70,14,49,South Africa
6/13/2021,54,5,61,14,54,South Africa
2/10/2019,54,7,43,3,42,Philippines
2/9/2020,54,5,48,4,43,Philippines
10/20/2019,54,4,27,13,46,Malaysia
8/4/2019,54,5,45,11,61,New Zealand
3/3/2019,54,6,49,9,91,United States
3/31/2019,54,10,76,6,66,United Kingdom
6/16/2019,54,8,74,11,66,United Kingdom
12/8/2019,54,9,71,8,67,United Kingdom
12/29/2019,54,8,70,11,59,United Kingdom
11/8/2020,54,11,83,10,78,United Kingdom
3/15/2020,55,2,10,6,12,Germany
2/3/2019,55,0,57,9,68,South Africa
3/10/2019,55,11,48,8,60,South Africa
3/1/2020,55,6,44,10,48,South Africa
6/21/2020,55,11,62,17,55,South Africa
9/20/2020,55,7,55,8,49,South Africa
2/7/2021,55,8,53,12,44,South Africa
5/9/2021,55,4,59,9,53,South Africa
6/27/2021,55,4,61,13,53,South Africa
8/25/2019,55,6,46,8,45,Philippines
11/10/2019,55,6,42,7,46,Philippines
2/21/2021,55,5,60,11,35,Philippines
4/18/2021,55,7,73,11,34,Philippines
1/27/2019,55,9,72,8,73,United Kingdom
2/10/2019,55,9,80,8,70,United Kingdom
2/24/2019,55,11,79,11,69,United Kingdom
5/26/2019,55,8,71,9,58,United Kingdom
6/2/2019,55,9,77,8,64,United Kingdom
10/20/2019,55,8,72,9,69,United Kingdom
11/10/2019,55,9,73,8,68,United Kingdom
11/24/2019,55,8,76,9,67,United Kingdom
2/2/2020,55,8,85,8,83,United Kingdom
1/20/2019,56,10,45,11,57,South Africa
12/29/2019,56,13,52,8,46,South Africa
3/8/2020,56,4,58,10,47,South Africa
7/5/2020,56,10,65,10,38,South Africa
7/26/2020,56,16,71,16,56,South Africa
11/22/2020,56,6,56,12,42,South Africa
3/28/2021,56,7,58,10,46,South Africa
6/20/2021,56,7,65,13,56,South Africa
8/15/2021,56,6,65,11,51,South Africa
9/13/2020,56,7,74,8,40,Philippines
2/14/2021,56,7,51,11,34,Philippines
5/2/2021,56,6,70,9,44,Philippines
1/6/2019,56,10,83,14,70,United Kingdom
2/3/2019,56,13,80,8,71,United Kingdom
4/28/2019,56,10,76,6,74,United Kingdom
7/18/2021,56,5,7,3,17,France
1/13/2019,57,5,52,12,46,South Africa
6/23/2019,57,3,42,14,65,South Africa
11/17/2019,57,9,41,9,57,South Africa
10/4/2020,57,8,59,17,44,South Africa
1/17/2021,57,9,54,11,57,South Africa
7/28/2019,57,3,52,10,47,Philippines
9/1/2019,57,3,45,8,37,Philippines
6/6/2021,57,8,65,13,41,Philippines
10/13/2019,57,12,44,10,67,Malaysia
10/13/2019,57,10,85,9,75,United Kingdom
3/1/2020,57,11,80,10,78,United Kingdom
3/29/2020,57,3,3,3,24,France
3/3/2019,58,5,57,14,49,South Africa
5/12/2019,58,5,51,7,64,South Africa
5/31/2020,58,9,46,15,44,South Africa
1/31/2021,58,7,45,25,41,South Africa
7/25/2021,58,6,65,10,55,South Africa
4/25/2021,58,7,69,15,31,Philippines
9/22/2019,58,8,60,13,49,Malaysia
3/3/2019,58,8,80,8,69,United Kingdom
6/9/2019,58,9,79,7,67,United Kingdom
3/22/2020,59,3,8,4,14,Germany
4/28/2019,59,8,46,10,58,South Africa
8/4/2019,59,5,48,18,50,South Africa
3/29/2020,59,6,56,18,41,South Africa
10/25/2020,59,5,58,16,46,South Africa
3/21/2021,59,7,68,6,56,South Africa
5/30/2021,59,2,62,8,60,South Africa
7/18/2021,59,10,53,16,48,South Africa
1/27/2019,59,3,45,5,46,Philippines
2/3/2019,59,3,44,6,46,Philippines
1/13/2019,59,8,78,9,68,United Kingdom
1/20/2019,59,11,81,9,72,United Kingdom
5/19/2019,59,9,78,7,69,United Kingdom
10/6/2019,59,11,88,9,71,United Kingdom
2/16/2020,59,11,78,8,80,United Kingdom
12/15/2019,59,8,5,4,26,France
4/5/2020,59,6,7,5,18,France
10/13/2019,60,3,50,14,63,South Africa
11/3/2019,60,7,58,9,66,South Africa
4/26/2020,60,9,56,21,55,South Africa
8/23/2020,60,6,46,13,58,South Africa
12/20/2020,60,5,55,9,33,South Africa
5/23/2021,60,8,61,12,52,South Africa
2/23/2020,60,10,81,10,83,United Kingdom
8/9/2020,60,4,5,1,18,France
3/8/2020,61,4,10,6,15,Germany
4/5/2020,61,4,12,6,13,Germany
9/1/2019,61,4,53,9,55,South Africa
10/6/2019,61,12,37,12,47,South Africa
6/14/2020,61,8,65,12,50,South Africa
2/14/2021,61,9,61,8,56,South Africa
8/29/2021,61,9,57,12,52,South Africa
2/2/2020,61,4,45,8,52,Philippines
4/11/2021,61,9,83,12,37,Philippines
5/12/2019,61,9,87,7,70,United Kingdom
1/5/2020,61,12,79,12,79,United Kingdom
7/4/2021,61,6,7,1,21,France
7/21/2019,62,5,12,8,13,Germany
3/29/2020,62,5,9,5,16,Germany
8/22/2021,62,7,57,15,50,South Africa
1/20/2019,62,3,39,6,51,Philippines
2/16/2020,62,10,53,11,41,Philippines
10/18/2020,62,5,69,11,40,Philippines
5/9/2021,62,6,74,11,46,Philippines
1/19/2020,62,10,83,10,84,United Kingdom
4/21/2019,62,11,6,4,19,France
3/22/2020,62,6,7,2,20,France
10/25/2020,62,3,5,1,18,France
6/13/2021,62,5,3,3,20,France
8/29/2021,62,9,7,5,34,France
10/18/2020,63,5,11,4,19,Germany
8/18/2019,63,5,49,19,63,South Africa
4/12/2020,63,6,54,24,46,South Africa
8/30/2020,63,7,66,11,46,South Africa
10/18/2020,63,7,59,10,50,South Africa
9/29/2019,63,4,52,7,44,Philippines
4/4/2021,63,4,89,15,38,Philippines
3/10/2019,63,9,77,8,70,United Kingdom
3/17/2019,63,9,81,9,74,United Kingdom
8/18/2019,63,3,7,3,30,France
4/26/2020,63,7,4,4,21,France
8/23/2020,63,5,5,2,19,France
7/12/2020,64,7,12,7,19,Germany
6/28/2020,64,11,52,10,46,South Africa
2/21/2021,64,4,55,11,64,South Africa
1/13/2019,64,5,48,7,36,Philippines
12/8/2019,64,4,43,8,36,Philippines
2/17/2019,64,9,81,9,66,United Kingdom
6/2/2019,64,8,5,4,23,France
6/30/2019,64,3,5,2,24,France
4/19/2020,64,9,8,1,21,France
6/27/2021,64,4,7,2,17,France
7/11/2021,64,3,6,3,15,France
8/22/2021,64,7,6,3,17,France
3/17/2019,65,7,53,8,67,South Africa
11/15/2020,65,7,79,3,52,South Africa
6/6/2021,65,5,54,14,75,South Africa
9/15/2019,65,4,51,8,50,Philippines
9/22/2019,65,3,55,9,40,Philippines
10/6/2019,65,5,61,10,43,Philippines
5/17/2020,65,9,54,18,37,Philippines
7/21/2019,65,4,8,2,26,France
7/12/2020,65,4,5,3,19,France
6/6/2021,65,3,7,2,17,France
6/30/2019,66,4,46,12,58,South Africa
8/25/2019,66,9,44,7,45,South Africa
4/19/2020,66,10,62,26,49,South Africa
5/10/2020,66,10,57,14,50,South Africa
7/7/2019,66,5,7,5,28,France
4/12/2020,66,6,4,5,25,France
5/3/2020,66,4,4,6,24,France
5/10/2020,66,13,4,2,33,France
5/24/2020,66,8,5,5,25,France
4/14/2019,67,5,5,9,15,Germany
10/13/2019,67,5,11,5,17,Germany
4/26/2020,67,7,12,5,16,Germany
5/3/2020,67,6,11,5,14,Germany
10/11/2020,67,7,8,5,17,Germany
12/13/2020,67,5,12,4,15,Germany
5/30/2021,67,6,16,2,14,Germany
8/29/2021,67,4,10,5,16,Germany
2/16/2020,67,8,59,14,61,South Africa
9/13/2020,67,8,68,10,56,South Africa
3/3/2019,67,2,38,9,46,Philippines
3/10/2019,67,5,51,8,46,Philippines
3/17/2019,67,4,50,4,41,Philippines
4/14/2019,67,12,4,3,30,France
2/23/2020,67,2,4,1,25,France
9/13/2020,67,4,7,1,26,France
8/1/2021,67,8,6,2,17,France
4/28/2019,68,3,11,5,20,Germany
7/28/2019,68,4,10,7,15,Germany
8/2/2020,68,5,14,4,14,Germany
11/29/2020,68,4,12,9,16,Germany
12/20/2020,68,7,10,6,16,Germany
1/10/2021,68,6,12,5,13,Germany
1/17/2021,68,8,16,5,17,Germany
6/6/2021,68,5,11,4,12,Germany
2/17/2019,68,2,59,19,48,South Africa
5/5/2019,68,6,49,15,52,South Africa
6/9/2019,68,3,50,9,65,South Africa
5/24/2020,68,10,59,17,46,South Africa
9/6/2020,68,7,51,19,47,South Africa
9/8/2019,68,4,44,8,41,Philippines
3/8/2020,68,6,44,9,36,Philippines
6/23/2019,68,2,5,4,25,France
7/28/2019,68,7,6,4,29,France
9/1/2019,68,3,5,2,25,France
12/22/2019,68,5,7,4,24,France
8/18/2019,69,5,11,7,14,Germany
9/1/2019,69,2,11,6,14,Germany
9/15/2019,69,3,11,7,18,Germany
10/6/2019,69,2,12,8,21,Germany
5/10/2020,69,13,13,6,20,Germany
7/19/2020,69,7,15,6,14,Germany
8/9/2020,69,5,13,5,16,Germany
9/27/2020,69,5,13,6,17,Germany
3/28/2021,69,4,13,3,12,Germany
5/16/2021,69,8,65,12,70,South Africa
7/5/2020,69,5,4,2,18,France
11/8/2020,69,5,5,4,15,France
7/25/2021,69,5,7,2,23,France
8/15/2021,69,4,8,2,17,France
1/20/2019,70,6,15,8,16,Germany
2/17/2019,70,4,12,5,21,Germany
9/22/2019,70,6,11,4,17,Germany
9/29/2019,70,3,14,6,19,Germany
4/12/2020,70,5,12,6,14,Germany
6/7/2020,70,6,12,5,19,Germany
12/6/2020,70,4,13,5,17,Germany
2/28/2021,70,6,9,4,19,Germany
7/25/2021,70,4,15,5,18,Germany
7/19/2020,70,9,60,18,47,South Africa
2/24/2019,70,6,44,3,44,Philippines
1/24/2021,70,7,6,2,18,France
5/23/2021,70,3,7,1,19,France
6/30/2019,71,3,10,7,17,Germany
8/4/2019,71,3,17,8,17,Germany
12/15/2019,71,2,11,8,15,Germany
5/24/2020,71,9,10,4,16,Germany
11/1/2020,71,3,13,5,18,Germany
8/1/2021,71,4,12,5,19,Germany
9/26/2021,71,6,13,6,15,Germany
5/17/2020,71,9,61,18,43,South Africa
4/7/2019,71,6,6,1,29,France
5/5/2019,71,7,7,3,33,France
12/1/2019,71,5,7,2,34,France
6/23/2019,72,4,9,10,17,Germany
5/17/2020,72,13,13,5,16,Germany
8/16/2020,72,7,15,7,21,Germany
8/30/2020,72,5,16,4,16,Germany
9/20/2020,72,6,13,2,19,Germany
10/25/2020,72,7,12,5,15,Germany
11/15/2020,72,5,14,4,16,Germany
6/20/2021,72,7,13,5,17,Germany
4/7/2019,72,6,50,12,68,South Africa
7/28/2019,72,5,50,10,57,South Africa
5/3/2020,72,10,60,21,50,South Africa
4/4/2021,72,5,67,11,49,South Africa
3/24/2019,72,2,9,4,31,France
10/13/2019,72,4,6,5,29,France
1/19/2020,72,3,6,3,21,France
5/31/2020,72,4,6,2,13,France
9/20/2020,72,4,8,4,22,France
5/30/2021,72,5,3,3,21,France
9/12/2021,72,2,5,2,22,France
4/21/2019,73,7,11,3,15,Germany
6/2/2019,73,6,9,4,14,Germany
7/14/2019,73,5,17,6,16,Germany
5/31/2020,73,7,10,6,14,Germany
8/23/2020,73,4,14,6,22,Germany
12/27/2020,73,7,13,6,20,Germany
7/4/2021,73,6,14,4,14,Germany
7/18/2021,73,6,12,5,10,Germany
9/22/2019,73,5,52,12,66,South Africa
10/13/2019,73,4,58,5,39,Philippines
5/26/2019,73,5,6,2,21,France
5/17/2020,73,11,6,4,31,France
9/27/2020,73,2,6,1,26,France
10/11/2020,73,3,6,2,17,France
11/29/2020,73,7,5,7,26,France
4/4/2021,73,3,6,1,19,France
9/26/2021,73,2,9,1,21,France
6/9/2019,74,5,13,4,17,Germany
4/19/2020,74,14,5,5,15,Germany
7/26/2020,74,6,13,6,15,Germany
10/4/2020,74,3,16,5,15,Germany
11/22/2020,74,4,10,4,13,Germany
3/7/2021,74,5,17,5,17,Germany
5/9/2021,74,5,12,5,15,Germany
8/11/2019,74,4,8,4,25,France
8/25/2019,74,3,7,7,28,France
1/12/2020,74,5,7,2,30,France
10/18/2020,74,2,4,4,22,France
6/20/2021,74,4,6,3,23,France
9/19/2021,74,5,6,2,20,France
3/31/2019,75,3,11,8,19,Germany
4/7/2019,75,7,10,5,15,Germany
5/26/2019,75,5,8,7,17,Germany
9/8/2019,75,3,13,6,15,Germany
2/2/2020,75,3,14,5,16,Germany
2/9/2020,75,5,12,7,17,Germany
6/28/2020,75,6,11,5,15,Germany
7/5/2020,75,9,14,4,19,Germany
6/27/2021,75,4,16,5,16,Germany
8/15/2021,75,4,14,5,14,Germany
9/5/2021,75,6,10,6,16,Germany
2/23/2020,75,4,44,9,39,Philippines
7/14/2019,75,2,11,3,25,France
9/29/2019,75,3,8,4,30,France
3/1/2020,75,3,7,2,25,France
8/16/2020,75,5,6,6,24,France
12/6/2020,75,4,4,2,23,France
12/13/2020,75,3,3,2,25,France
4/25/2021,75,7,8,1,21,France
1/27/2019,76,5,14,7,17,Germany
2/24/2019,76,5,9,8,18,Germany
5/19/2019,76,5,10,6,20,Germany
1/24/2021,76,5,14,6,18,Germany
4/18/2021,76,5,10,5,17,Germany
2/17/2019,76,5,48,7,46,Philippines
5/12/2019,76,6,6,1,24,France
8/4/2019,76,5,10,2,20,France
9/15/2019,76,4,7,3,27,France
10/27/2019,76,3,5,6,20,France
11/3/2019,76,2,5,4,24,France
6/21/2020,76,4,3,3,24,France
7/19/2020,76,5,6,2,16,France
8/30/2020,76,5,7,4,15,France
9/6/2020,76,2,8,6,18,France
11/15/2020,76,2,7,2,20,France
9/5/2021,76,6,6,3,19,France
8/25/2019,77,4,12,7,14,Germany
12/1/2019,77,7,8,6,20,Germany
11/8/2020,77,4,14,6,17,Germany
5/23/2021,77,4,14,5,24,Germany
6/13/2021,77,4,10,6,18,Germany
7/7/2019,77,4,42,16,64,South Africa
8/11/2019,77,9,38,11,46,South Africa
6/9/2019,77,5,7,5,21,France
6/16/2019,77,3,4,2,20,France
1/26/2020,77,3,3,5,24,France
10/4/2020,77,2,5,2,20,France
12/20/2020,77,4,9,4,20,France
2/7/2021,77,6,5,2,23,France
2/28/2021,77,1,4,4,13,France
3/14/2021,77,4,4,1,21,France
5/9/2021,77,6,4,1,20,France
5/16/2021,77,3,4,4,22,France
8/8/2021,77,4,5,4,22,France
3/24/2019,78,4,11,5,16,Germany
10/27/2019,78,4,11,7,17,Germany
1/31/2021,78,7,9,6,20,Germany
4/11/2021,78,4,16,4,16,Germany
7/11/2021,78,7,14,6,13,Germany
8/8/2021,78,5,13,5,17,Germany
9/12/2021,78,10,9,7,17,Germany
9/8/2019,78,3,54,19,63,South Africa
4/5/2020,78,6,69,26,35,South Africa
2/10/2019,78,2,8,2,21,France
4/28/2019,78,5,9,4,30,France
5/19/2019,78,7,5,2,27,France
9/22/2019,78,6,6,3,18,France
10/6/2019,78,4,4,3,32,France
10/20/2019,78,4,3,3,25,France
12/29/2019,78,6,8,4,23,France
7/26/2020,78,4,5,3,27,France
3/28/2021,78,7,6,5,20,France
3/10/2019,79,5,12,9,19,Germany
5/12/2019,79,5,11,3,14,Germany
7/7/2019,79,3,7,5,17,Germany
8/11/2019,79,5,10,8,16,Germany
11/24/2019,79,5,11,5,14,Germany
12/29/2019,79,2,14,13,17,Germany
9/6/2020,79,7,19,6,21,Germany
1/3/2021,79,4,11,6,15,Germany
9/19/2021,79,7,10,6,18,Germany
8/16/2020,79,7,88,12,39,Philippines
6/7/2020,79,5,5,4,19,France
6/14/2020,79,6,4,1,18,France
8/2/2020,79,3,5,3,19,France
11/1/2020,79,4,1,2,19,France
5/2/2021,79,8,7,2,16,France
2/3/2019,80,3,12,8,20,Germany
2/23/2020,80,4,8,8,19,Germany
6/21/2020,80,9,9,4,15,Germany
1/5/2020,80,1,6,2,30,France
3/8/2020,80,3,7,2,20,France
1/3/2021,80,4,4,5,22,France
6/16/2019,81,4,14,8,14,Germany
1/19/2020,81,7,11,7,18,Germany
1/26/2020,81,4,9,4,15,Germany
2/14/2021,81,7,13,6,18,Germany
6/28/2020,81,7,5,3,24,France
4/11/2021,81,5,9,2,19,France
2/10/2019,82,3,13,7,19,Germany
12/22/2019,82,1,10,6,16,Germany
9/13/2020,82,4,17,5,20,Germany
2/7/2021,82,6,13,7,16,Germany
3/21/2021,82,6,15,3,19,Germany
4/25/2021,82,4,14,8,15,Germany
5/2/2021,82,6,14,4,18,Germany
2/3/2019,82,2,8,2,30,France
9/8/2019,82,6,7,2,22,France
2/21/2021,82,5,6,2,23,France
3/7/2021,82,3,8,2,23,France
5/5/2019,83,4,12,7,13,Germany
3/3/2019,83,2,6,4,28,France
11/10/2019,83,4,9,1,26,France
1/13/2019,84,5,8,7,16,Germany
5/16/2021,84,4,14,3,15,Germany
8/22/2021,84,4,11,8,15,Germany
1/6/2019,84,5,3,6,20,France
11/17/2019,84,3,3,3,26,France
2/9/2020,84,3,8,5,20,France
4/18/2021,84,6,6,1,20,France
10/20/2019,85,4,9,6,19,Germany
3/14/2021,85,5,10,5,15,Germany
3/10/2019,85,5,8,2,27,France
3/17/2019,85,3,6,5,26,France
3/3/2019,86,4,11,6,14,Germany
11/17/2019,86,5,9,8,16,Germany
3/1/2020,86,5,12,5,17,Germany
2/21/2021,86,5,8,6,18,Germany
1/20/2019,86,3,8,5,24,France
2/24/2019,86,6,6,2,25,France
1/31/2021,86,6,9,2,27,France
2/16/2020,87,3,11,5,17,Germany
1/27/2019,87,3,10,3,21,France
12/8/2019,87,3,6,2,23,France
1/10/2021,87,6,5,5,33,France
2/14/2021,87,4,6,2,21,France
11/22/2020,88,6,5,2,25,France
1/6/2019,89,2,13,11,19,Germany
3/17/2019,89,7,10,7,18,Germany
6/14/2020,89,5,12,7,18,Germany
9/15/2019,89,5,57,11,54,South Africa
1/17/2021,90,3,4,4,23,France
3/21/2021,90,6,7,2,20,France
7/21/2019,91,6,41,18,63,South Africa
1/13/2019,91,6,7,3,33,France
2/17/2019,91,5,5,4,20,France
2/2/2020,91,4,5,2,30,France
12/27/2020,91,4,8,3,21,France
11/24/2019,92,3,7,3,19,France
12/8/2019,93,4,12,4,15,Germany
1/5/2020,93,3,12,7,19,Germany
4/4/2021,93,9,11,4,15,Germany
4/11/2021,95,6,68,14,55,South Africa
1/12/2020,96,4,16,5,14,Germany
2/16/2020,96,3,5,4,21,France
1/24/2021,97,10,62,19,59,South Africa
11/10/2019,98,7,10,5,17,Germany
11/3/2019,100,3,12,6,17,Germany
7/14/2019,100,6,50,7,49,South Africa
3/1/2020,100,4,54,5,38,Philippines
6/14/2020,100,4,18,4,18,India
3/31/2019,100,3,8,4,27,France
